[Time:        3] [Episode:        1 Length       27 Score:    -0.7495] [RScore:    -0.7495 RPPS:     7] [PPS:     8 TPS:    13] [NT:  4 NP:  4 NA: 64]
[Time:       10] [Episode:       13 Length       52 Score:    -0.8023] [RScore:    -0.9359 RPPS:    40] [PPS:    41 TPS:    42] [NT:  4 NP:  4 NA: 64]
[Time:       10] [Episode:       14 Length       51 Score:    -2.4922] [RScore:    -1.0470 RPPS:    44] [PPS:    45 TPS:    43] [NT:  4 NP:  4 NA: 64]
[Time:       12] [Episode:       15 Length       41 Score:     0.1739] [RScore:    -0.9656 RPPS:    42] [PPS:    43 TPS:    45] [NT:  4 NP:  4 NA: 64]
[Time:       12] [Episode:       16 Length       62 Score:    -1.6760] [RScore:    -1.0100 RPPS:    44] [PPS:    45 TPS:    46] [NT:  4 NP:  4 NA: 64]
[Time:       13] [Episode:       17 Length       58 Score:    -0.8765] [RScore:    -1.0022 RPPS:    47] [PPS:    48 TPS:    46] [NT:  4 NP:  4 NA: 64]
[Time:       13] [Episode:       18 Length       70 Score:    -2.9924] [RScore:    -1.1127 RPPS:    52] [PPS:    53 TPS:    46] [NT:  4 NP:  4 NA: 64]
[Time:       14] [Episode:       19 Length       33 Score:    -1.6085] [RScore:    -1.1388 RPPS:    50] [PPS:    51 TPS:    47] [NT:  4 NP:  4 NA: 64]
[Time:       15] [Episode:       20 Length       52 Score:    -1.2319] [RScore:    -1.1435 RPPS:    49] [PPS:    50 TPS:    48] [NT:  4 NP:  4 NA: 64]
[Time:       16] [Episode:       21 Length       94 Score:    -2.5675] [RScore:    -1.2113 RPPS:    54] [PPS:    55 TPS:    49] [NT:  4 NP:  4 NA: 64]
[Time:       16] [Episode:       22 Length       82 Score:    -1.9808] [RScore:    -1.2463 RPPS:    59] [PPS:    60 TPS:    49] [NT:  4 NP:  4 NA: 64]
[Time:       16] [Episode:       23 Length       87 Score:    -1.6041] [RScore:    -1.2618 RPPS:    62] [PPS:    63 TPS:    49] [NT:  4 NP:  4 NA: 64]
[Time:       17] [Episode:       24 Length       95 Score:    -3.5013] [RScore:    -1.3551 RPPS:    67] [PPS:    68 TPS:    49] [NT:  4 NP:  4 NA: 64]
[Time:       17] [Episode:       25 Length       83 Score:    -1.5259] [RScore:    -1.3620 RPPS:    71] [PPS:    72 TPS:    49] [NT:  4 NP:  4 NA: 64]
[Time:       17] [Episode:       26 Length      100 Score:    -4.3518] [RScore:    -1.4770 RPPS:    76] [PPS:    77 TPS:    49] [NT:  4 NP:  4 NA: 64]
[Time:       17] [Episode:       27 Length       90 Score:     0.1601] [RScore:    -1.4163 RPPS:    78] [PPS:    79 TPS:    50] [NT:  4 NP:  4 NA: 64]
[Time:       18] [Episode:       28 Length      101 Score:    -3.9645] [RScore:    -1.5073 RPPS:    81] [PPS:    82 TPS:    50] [NT:  4 NP:  4 NA: 64]
[Time:       18] [Episode:       29 Length      108 Score:    -3.1796] [RScore:    -1.5650 RPPS:    86] [PPS:    87 TPS:    50] [NT:  4 NP:  4 NA: 64]
[Time:       19] [Episode:       30 Length       99 Score:    -1.9273] [RScore:    -1.5771 RPPS:    89] [PPS:    90 TPS:    50] [NT:  4 NP:  4 NA: 64]
[Time:       20] [Episode:       31 Length      114 Score:     4.0241] [RScore:    -1.3964 RPPS:    89] [PPS:    90 TPS:    51] [NT:  4 NP:  4 NA: 64]
[Time:       22] [Episode:       32 Length      111 Score:    -1.0625] [RScore:    -1.3860 RPPS:    87] [PPS:    88 TPS:    51] [NT:  4 NP:  4 NA: 64]
[Time:       22] [Episode:       33 Length      110 Score:     0.4256] [RScore:    -1.3311 RPPS:    91] [PPS:    92 TPS:    51] [NT:  4 NP:  4 NA: 64]
[Time:       23] [Episode:       34 Length      111 Score:    -0.3916] [RScore:    -1.3034 RPPS:    93] [PPS:    94 TPS:    52] [NT:  4 NP:  4 NA: 64]
[Time:       23] [Episode:       35 Length       39 Score:     1.4972] [RScore:    -1.2234 RPPS:    94] [PPS:    95 TPS:    52] [NT:  4 NP:  4 NA: 64]
[Time:       23] [Episode:       36 Length      125 Score:     1.6790] [RScore:    -1.1428 RPPS:    98] [PPS:    99 TPS:    52] [NT:  4 NP:  4 NA: 64]
[Time:       24] [Episode:       37 Length      137 Score:     0.1108] [RScore:    -1.1089 RPPS:   101] [PPS:   102 TPS:    52] [NT:  4 NP:  4 NA: 64]
[Time:       24] [Episode:       38 Length       72 Score:     0.5954] [RScore:    -1.0641 RPPS:   104] [PPS:   105 TPS:    52] [NT:  4 NP:  4 NA: 64]
[Time:       24] [Episode:       39 Length      119 Score:     0.7930] [RScore:    -1.0165 RPPS:   108] [PPS:   109 TPS:    52] [NT:  4 NP:  4 NA: 64]
[Time:       24] [Episode:       40 Length      122 Score:     2.7043] [RScore:    -0.9234 RPPS:   112] [PPS:   113 TPS:    52] [NT:  4 NP:  4 NA: 64]
[Time:       25] [Episode:       41 Length       60 Score:     1.1343] [RScore:    -0.8732 RPPS:   113] [PPS:   114 TPS:    52] [NT:  4 NP:  4 NA: 64]
[Time:       25] [Episode:       42 Length      146 Score:     5.1808] [RScore:    -0.7291 RPPS:   119] [PPS:   120 TPS:    52] [NT:  4 NP:  4 NA: 64]
[Time:       25] [Episode:       43 Length       84 Score:     1.2391] [RScore:    -0.6833 RPPS:   122] [PPS:   123 TPS:    52] [NT:  4 NP:  4 NA: 64]
[Time:       25] [Episode:       44 Length       46 Score:     3.8646] [RScore:    -0.5800 RPPS:   123] [PPS:   124 TPS:    52] [NT:  4 NP:  4 NA: 64]
[Time:       26] [Episode:       45 Length      102 Score:    -0.4550] [RScore:    -0.5772 RPPS:   122] [PPS:   123 TPS:    53] [NT:  4 NP:  4 NA: 64]
[Time:       27] [Episode:       46 Length       84 Score:     3.0470] [RScore:    -0.4984 RPPS:   121] [PPS:   122 TPS:    53] [NT:  4 NP:  4 NA: 64]
[Time:       27] [Episode:       47 Length      131 Score:     1.7544] [RScore:    -0.4505 RPPS:   125] [PPS:   126 TPS:    53] [NT:  4 NP:  4 NA: 64]
[Time:       27] [Episode:       48 Length      148 Score:     1.2499] [RScore:    -0.4150 RPPS:   128] [PPS:   129 TPS:    53] [NT:  4 NP:  4 NA: 64]
[Time:       28] [Episode:       49 Length       16 Score:    -0.2576] [RScore:    -0.4118 RPPS:   127] [PPS:   128 TPS:    53] [NT:  4 NP:  4 NA: 64]
[Time:       28] [Episode:       50 Length      137 Score:     1.6763] [RScore:    -0.3701 RPPS:   130] [PPS:   131 TPS:    53] [NT:  4 NP:  4 NA: 64]
[Time:       28] [Episode:       51 Length       72 Score:     2.5990] [RScore:    -0.3119 RPPS:   131] [PPS:   132 TPS:    53] [NT:  4 NP:  4 NA: 64]
[Time:       29] [Episode:       52 Length       30 Score:    -0.1510] [RScore:    -0.3088 RPPS:   131] [PPS:   132 TPS:    53] [NT:  4 NP:  4 NA: 64]
[Time:       29] [Episode:       53 Length      156 Score:    -3.6090] [RScore:    -0.3710 RPPS:   136] [PPS:   137 TPS:    53] [NT:  4 NP:  4 NA: 64]
[Time:       29] [Episode:       54 Length      159 Score:     7.7624] [RScore:    -0.2204 RPPS:   140] [PPS:   141 TPS:    53] [NT:  4 NP:  4 NA: 64]
[Time:       29] [Episode:       55 Length      171 Score:     4.2960] [RScore:    -0.1383 RPPS:   145] [PPS:   146 TPS:    53] [NT:  4 NP:  4 NA: 64]
[Time:       30] [Episode:       56 Length       27 Score:     2.4264] [RScore:    -0.0925 RPPS:   142] [PPS:   143 TPS:    54] [NT:  4 NP:  4 NA: 64]
[Time:       31] [Episode:       57 Length      128 Score:     8.9615] [RScore:     0.0663 RPPS:   141] [PPS:   142 TPS:    54] [NT:  4 NP:  4 NA: 64]
[Time:       31] [Episode:       58 Length       38 Score:     1.2006] [RScore:     0.0859 RPPS:   142] [PPS:   143 TPS:    54] [NT:  4 NP:  4 NA: 64]
[Time:       32] [Episode:       59 Length       14 Score:     0.3327] [RScore:     0.0901 RPPS:   141] [PPS:   142 TPS:    54] [NT:  4 NP:  4 NA: 64]
[Time:       32] [Episode:       60 Length      162 Score:     4.9998] [RScore:     0.1719 RPPS:   144] [PPS:   145 TPS:    54] [NT:  4 NP:  4 NA: 64]
[Time:       32] [Episode:       61 Length       32 Score:     0.6160] [RScore:     0.1792 RPPS:   144] [PPS:   145 TPS:    54] [NT:  4 NP:  4 NA: 64]
[Time:       32] [Episode:       62 Length      125 Score:     4.2239] [RScore:     0.2444 RPPS:   147] [PPS:   148 TPS:    54] [NT:  4 NP:  4 NA: 64]
[Time:       32] [Episode:       63 Length       59 Score:     3.4848] [RScore:     0.2959 RPPS:   149] [PPS:   150 TPS:    54] [NT:  4 NP:  4 NA: 64]
[Time:       33] [Episode:       64 Length       78 Score:     4.0791] [RScore:     0.3550 RPPS:   147] [PPS:   148 TPS:    54] [NT:  4 NP:  4 NA: 64]
[Time:       33] [Episode:       65 Length       16 Score:    -0.2641] [RScore:     0.3455 RPPS:   148] [PPS:   149 TPS:    54] [NT:  4 NP:  4 NA: 64]
[Time:       33] [Episode:       66 Length      178 Score:    11.4740] [RScore:     0.5141 RPPS:   152] [PPS:   153 TPS:    54] [NT:  4 NP:  4 NA: 64]
[Time:       34] [Episode:       67 Length       58 Score:     6.1840] [RScore:     0.5987 RPPS:   151] [PPS:   152 TPS:    54] [NT:  4 NP:  4 NA: 64]
[Time:       34] [Episode:       68 Length        9 Score:    -0.0097] [RScore:     0.5898 RPPS:   150] [PPS:   151 TPS:    54] [NT:  4 NP:  4 NA: 64]
[Time:       34] [Episode:       69 Length       41 Score:     0.9443] [RScore:     0.5949 RPPS:   151] [PPS:   152 TPS:    54] [NT:  4 NP:  4 NA: 64]
[Time:       34] [Episode:       70 Length      194 Score:     8.1814] [RScore:     0.7033 RPPS:   156] [PPS:   157 TPS:    54] [NT:  4 NP:  4 NA: 64]
[Time:       35] [Episode:       71 Length      124 Score:     7.4408] [RScore:     0.7982 RPPS:   157] [PPS:   158 TPS:    54] [NT:  4 NP:  4 NA: 64]
[Time:       36] [Episode:       72 Length       10 Score:    -0.0897] [RScore:     0.7858 RPPS:   155] [PPS:   156 TPS:    55] [NT:  4 NP:  4 NA: 64]
[Time:       36] [Episode:       73 Length      196 Score:     9.3463] [RScore:     0.9031 RPPS:   160] [PPS:   161 TPS:    55] [NT:  4 NP:  4 NA: 64]
[Time:       36] [Episode:       74 Length      195 Score:     6.6955] [RScore:     0.9814 RPPS:   164] [PPS:   165 TPS:    55] [NT:  4 NP:  4 NA: 64]
[Time:       37] [Episode:       75 Length       78 Score:     6.2040] [RScore:     1.0510 RPPS:   162] [PPS:   163 TPS:    55] [NT:  4 NP:  4 NA: 64]
[Time:       37] [Episode:       76 Length       54 Score:     2.8220] [RScore:     1.0743 RPPS:   164] [PPS:   165 TPS:    55] [NT:  4 NP:  4 NA: 64]
[Time:       37] [Episode:       77 Length      208 Score:     4.2580] [RScore:     1.1157 RPPS:   167] [PPS:   168 TPS:    55] [NT:  4 NP:  4 NA: 64]
[Time:       38] [Episode:       78 Length      130 Score:     6.7736] [RScore:     1.1882 RPPS:   167] [PPS:   168 TPS:    55] [NT:  4 NP:  3 NA: 63]
[Time:       38] [Episode:       79 Length       32 Score:     0.1154] [RScore:     1.1746 RPPS:   167] [PPS:   168 TPS:    55] [NT:  4 NP:  3 NA: 63]
[Time:       39] [Episode:       80 Length      215 Score:     7.2360] [RScore:     1.2504 RPPS:   170] [PPS:   171 TPS:    55] [NT:  4 NP:  3 NA: 63]
[Time:       40] [Episode:       81 Length      219 Score:     1.2392] [RScore:     1.2502 RPPS:   173] [PPS:   174 TPS:    55] [NT:  4 NP:  3 NA: 63]
[Time:       40] [Episode:       82 Length       14 Score:    -0.1521] [RScore:     1.2331 RPPS:   173] [PPS:   174 TPS:    55] [NT:  4 NP:  3 NA: 63]
[Time:       40] [Episode:       83 Length      131 Score:    11.3165] [RScore:     1.3546 RPPS:   176] [PPS:   177 TPS:    55] [NT:  4 NP:  3 NA: 63]
[Time:       40] [Episode:       84 Length       94 Score:     6.4567] [RScore:     1.4154 RPPS:   178] [PPS:   179 TPS:    55] [NT:  4 NP:  3 NA: 63]
[Time:       41] [Episode:       85 Length       52 Score:     2.3509] [RScore:     1.4264 RPPS:   176] [PPS:   177 TPS:    56] [NT:  4 NP:  3 NA: 63]
[Time:       41] [Episode:       86 Length      238 Score:     1.9059] [RScore:     1.4320 RPPS:   180] [PPS:   181 TPS:    56] [NT:  4 NP:  3 NA: 63]
[Time:       41] [Episode:       87 Length      222 Score:    -2.2533] [RScore:     1.3896 RPPS:   184] [PPS:   185 TPS:    56] [NT:  4 NP:  3 NA: 63]
[Time:       41] [Episode:       88 Length      104 Score:     4.0717] [RScore:     1.4201 RPPS:   186] [PPS:   187 TPS:    56] [NT:  4 NP:  3 NA: 63]
[Time:       42] [Episode:       89 Length      129 Score:    12.4574] [RScore:     1.5441 RPPS:   188] [PPS:   189 TPS:    56] [NT:  4 NP:  3 NA: 63]
[Time:       42] [Episode:       90 Length       20 Score:    -0.1431] [RScore:     1.5253 RPPS:   187] [PPS:   188 TPS:    56] [NT:  4 NP:  3 NA: 63]
[Time:       42] [Episode:       91 Length      232 Score:    12.3366] [RScore:     1.6441 RPPS:   192] [PPS:   193 TPS:    56] [NT:  4 NP:  3 NA: 63]
[Time:       42] [Episode:       92 Length       78 Score:     5.8177] [RScore:     1.6895 RPPS:   193] [PPS:   194 TPS:    56] [NT:  4 NP:  3 NA: 63]
[Time:       42] [Episode:       93 Length       64 Score:     2.0518] [RScore:     1.6934 RPPS:   193] [PPS:   194 TPS:    56] [NT:  4 NP:  3 NA: 63]
[Time:       43] [Episode:       94 Length       17 Score:     0.8361] [RScore:     1.6843 RPPS:   192] [PPS:   193 TPS:    56] [NT:  4 NP:  3 NA: 63]
[Time:       43] [Episode:       95 Length      130 Score:    11.3179] [RScore:     1.7857 RPPS:   194] [PPS:   195 TPS:    56] [NT:  4 NP:  3 NA: 63]
[Time:       44] [Episode:       96 Length      236 Score:    11.8672] [RScore:     1.8907 RPPS:   196] [PPS:   197 TPS:    56] [NT:  4 NP:  3 NA: 63]
[Time:       44] [Episode:       97 Length      155 Score:     6.2959] [RScore:     1.9361 RPPS:   198] [PPS:   199 TPS:    56] [NT:  4 NP:  3 NA: 63]
[Time:       44] [Episode:       98 Length       78 Score:     6.1523] [RScore:     1.9791 RPPS:   199] [PPS:   200 TPS:    57] [NT:  4 NP:  3 NA: 63]
[Time:       45] [Episode:       99 Length       59 Score:     4.4478] [RScore:     2.0041 RPPS:   199] [PPS:   200 TPS:    57] [NT:  4 NP:  3 NA: 63]
[Time:       45] [Episode:      100 Length      102 Score:    11.2756] [RScore:     2.0968 RPPS:   198] [PPS:   199 TPS:    57] [NT:  4 NP:  3 NA: 63]
[Time:       46] [Episode:      101 Length       70 Score:     7.2256] [RScore:     2.1476 RPPS:   198] [PPS:   199 TPS:    57] [NT:  4 NP:  3 NA: 63]
[Time:       46] [Episode:      102 Length       65 Score:     5.1528] [RScore:     2.1770 RPPS:   197] [PPS:   198 TPS:    57] [NT:  4 NP:  3 NA: 63]
[Time:       46] [Episode:      103 Length       36 Score:     2.2641] [RScore:     2.1779 RPPS:   197] [PPS:   198 TPS:    57] [NT:  4 NP:  3 NA: 63]
[Time:       47] [Episode:      104 Length       47 Score:     2.2087] [RScore:     2.1782 RPPS:   197] [PPS:   198 TPS:    57] [NT:  4 NP:  3 NA: 63]
[Time:       47] [Episode:      105 Length      275 Score:    19.1140] [RScore:     2.3395 RPPS:   202] [PPS:   203 TPS:    57] [NT:  4 NP:  3 NA: 63]
[Time:       47] [Episode:      106 Length      278 Score:     3.6795] [RScore:     2.3521 RPPS:   206] [PPS:   207 TPS:    57] [NT:  4 NP:  3 NA: 63]
[Time:       48] [Episode:      107 Length       88 Score:     8.0948] [RScore:     2.4058 RPPS:   207] [PPS:   208 TPS:    57] [NT:  4 NP:  3 NA: 63]
[Time:       48] [Episode:      108 Length      240 Score:     1.4718] [RScore:     2.3971 RPPS:   211] [PPS:   212 TPS:    57] [NT:  4 NP:  3 NA: 63]
[Time:       48] [Episode:      109 Length       34 Score:     1.1252] [RScore:     2.3855 RPPS:   211] [PPS:   212 TPS:    57] [NT:  4 NP:  3 NA: 63]
[Time:       48] [Episode:      110 Length      150 Score:    12.2491] [RScore:     2.4751 RPPS:   213] [PPS:   214 TPS:    57] [NT:  4 NP:  3 NA: 63]
[Time:       49] [Episode:      111 Length      274 Score:    16.0497] [RScore:     2.5974 RPPS:   215] [PPS:   216 TPS:    58] [NT:  4 NP:  3 NA: 63]
[Time:       49] [Episode:      112 Length       48 Score:     2.1754] [RScore:     2.5937 RPPS:   216] [PPS:   217 TPS:    58] [NT:  4 NP:  3 NA: 63]
[Time:       49] [Episode:      113 Length       21 Score:     0.5820] [RScore:     2.5759 RPPS:   216] [PPS:   217 TPS:    58] [NT:  4 NP:  3 NA: 63]
[Time:       49] [Episode:      114 Length      221 Score:    14.1205] [RScore:     2.6771 RPPS:   220] [PPS:   221 TPS:    58] [NT:  4 NP:  3 NA: 63]
[Time:       50] [Episode:      115 Length       84 Score:     8.2514] [RScore:     2.7256 RPPS:   219] [PPS:   220 TPS:    58] [NT:  4 NP:  3 NA: 63]
[Time:       50] [Episode:      116 Length       64 Score:     5.4494] [RScore:     2.7491 RPPS:   219] [PPS:   220 TPS:    58] [NT:  4 NP:  3 NA: 63]
[Time:       50] [Episode:      117 Length      130 Score:     4.1924] [RScore:     2.7614 RPPS:   221] [PPS:   222 TPS:    58] [NT:  4 NP:  3 NA: 63]
[Time:       50] [Episode:      118 Length       48 Score:     2.4427] [RScore:     2.7587 RPPS:   222] [PPS:   223 TPS:    58] [NT:  4 NP:  3 NA: 63]
[Time:       50] [Episode:      119 Length       38 Score:     2.2676] [RScore:     2.7546 RPPS:   222] [PPS:   223 TPS:    58] [NT:  4 NP:  3 NA: 63]
[Time:       51] [Episode:      120 Length       75 Score:     7.0383] [RScore:     2.7903 RPPS:   223] [PPS:   224 TPS:    58] [NT:  4 NP:  3 NA: 63]
[Time:       51] [Episode:      121 Length       51 Score:     3.1047] [RScore:     2.7929 RPPS:   222] [PPS:   223 TPS:    58] [NT:  4 NP:  3 NA: 63]
[Time:       52] [Episode:      122 Length      106 Score:     7.2347] [RScore:     2.8293 RPPS:   221] [PPS:   222 TPS:    58] [NT:  4 NP:  3 NA: 63]
[Time:       52] [Episode:      123 Length       72 Score:     7.4773] [RScore:     2.8671 RPPS:   222] [PPS:   223 TPS:    58] [NT:  4 NP:  3 NA: 63]
[Time:       52] [Episode:      124 Length      101 Score:    10.5933] [RScore:     2.9294 RPPS:   223] [PPS:   224 TPS:    58] [NT:  4 NP:  3 NA: 63]
[Time:       52] [Episode:      125 Length       18 Score:     0.4259] [RScore:     2.9094 RPPS:   222] [PPS:   223 TPS:    58] [NT:  4 NP:  3 NA: 63]
[Time:       53] [Episode:      126 Length       18 Score:     0.2171] [RScore:     2.8880 RPPS:   219] [PPS:   220 TPS:    58] [NT:  4 NP:  3 NA: 63]
[Time:       53] [Episode:      127 Length      124 Score:    14.6139] [RScore:     2.9803 RPPS:   220] [PPS:   221 TPS:    58] [NT:  4 NP:  3 NA: 63]
[Time:       54] [Episode:      128 Length       40 Score:     2.8981] [RScore:     2.9797 RPPS:   218] [PPS:   219 TPS:    58] [NT:  4 NP:  3 NA: 63]
[Time:       54] [Episode:      129 Length      113 Score:    13.2989] [RScore:     3.0597 RPPS:   219] [PPS:   220 TPS:    58] [NT:  4 NP:  3 NA: 63]
[Time:       55] [Episode:      130 Length       54 Score:     6.3785] [RScore:     3.0852 RPPS:   219] [PPS:   220 TPS:    58] [NT:  4 NP:  3 NA: 63]
[Time:       55] [Episode:      131 Length      135 Score:    15.5714] [RScore:     3.1805 RPPS:   221] [PPS:   222 TPS:    58] [NT:  4 NP:  3 NA: 63]
[Time:       55] [Episode:      132 Length       38 Score:     3.1042] [RScore:     3.1799 RPPS:   222] [PPS:   223 TPS:    58] [NT:  4 NP:  3 NA: 63]
[Time:       55] [Episode:      133 Length      316 Score:     9.4329] [RScore:     3.2270 RPPS:   227] [PPS:   228 TPS:    58] [NT:  4 NP:  3 NA: 63]
[Time:       55] [Episode:      134 Length      165 Score:   120.0438] [RScore:     4.0987 RPPS:   228] [PPS:   229 TPS:    58] [NT:  4 NP:  3 NA: 63]
[Time:       56] [Episode:      135 Length      224 Score:     3.7838] [RScore:     4.0964 RPPS:   229] [PPS:   230 TPS:    59] [NT:  4 NP:  3 NA: 63]
[Time:       56] [Episode:      136 Length      143 Score:    17.8843] [RScore:     4.1978 RPPS:   231] [PPS:   232 TPS:    59] [NT:  4 NP:  3 NA: 63]
[Time:       56] [Episode:      137 Length       65 Score:     5.3170] [RScore:     4.2059 RPPS:   231] [PPS:   232 TPS:    59] [NT:  4 NP:  3 NA: 63]
[Time:       56] [Episode:      138 Length      116 Score:    12.2303] [RScore:     4.2641 RPPS:   233] [PPS:   234 TPS:    59] [NT:  4 NP:  3 NA: 63]
[Time:       56] [Episode:      139 Length       28 Score:     1.2111] [RScore:     4.2421 RPPS:   233] [PPS:   234 TPS:    59] [NT:  4 NP:  3 NA: 63]
[Time:       57] [Episode:      140 Length       20 Score:     0.8259] [RScore:     4.2177 RPPS:   232] [PPS:   233 TPS:    59] [NT:  4 NP:  3 NA: 63]
[Time:       57] [Episode:      141 Length       72 Score:     6.1029] [RScore:     4.2311 RPPS:   233] [PPS:   234 TPS:    59] [NT:  4 NP:  3 NA: 63]
[Time:       57] [Episode:      142 Length       56 Score:     5.6039] [RScore:     4.2408 RPPS:   234] [PPS:   235 TPS:    59] [NT:  4 NP:  3 NA: 63]
[Time:       57] [Episode:      143 Length      170 Score:     8.9065] [RScore:     4.2734 RPPS:   237] [PPS:   238 TPS:    59] [NT:  4 NP:  3 NA: 63]
[Time:       57] [Episode:      144 Length       65 Score:     6.2619] [RScore:     4.2872 RPPS:   238] [PPS:   239 TPS:    59] [NT:  4 NP:  3 NA: 63]
[Time:       57] [Episode:      145 Length      130 Score:    15.2622] [RScore:     4.3629 RPPS:   240] [PPS:   241 TPS:    59] [NT:  4 NP:  3 NA: 63]
[Time:       57] [Episode:      146 Length      143 Score:    18.0043] [RScore:     4.4563 RPPS:   242] [PPS:   243 TPS:    59] [NT:  4 NP:  3 NA: 63]
[Time:       57] [Episode:      147 Length       40 Score:     3.6507] [RScore:     4.4508 RPPS:   243] [PPS:   244 TPS:    59] [NT:  4 NP:  3 NA: 63]
[Time:       58] [Episode:      148 Length      347 Score:    13.0517] [RScore:     4.5090 RPPS:   247] [PPS:   248 TPS:    59] [NT:  4 NP:  3 NA: 63]
[Time:       58] [Episode:      149 Length       81 Score:     9.2127] [RScore:     4.5405 RPPS:   248] [PPS:   249 TPS:    59] [NT:  4 NP:  3 NA: 63]
[Time:       59] [Episode:      150 Length      122 Score:     7.2309] [RScore:     4.5585 RPPS:   244] [PPS:   245 TPS:    59] [NT:  5 NP:  2 NA: 63]
[Time:       59] [Episode:      151 Length       39 Score:     3.2490] [RScore:     4.5498 RPPS:   244] [PPS:   245 TPS:    59] [NT:  5 NP:  2 NA: 63]
[Time:       59] [Episode:      152 Length       52 Score:     4.2927] [RScore:     4.5481 RPPS:   245] [PPS:   246 TPS:    59] [NT:  5 NP:  2 NA: 63]
[Time:       59] [Episode:      153 Length       34 Score:     2.5914] [RScore:     4.5353 RPPS:   245] [PPS:   246 TPS:    59] [NT:  5 NP:  2 NA: 63]
[Time:       59] [Episode:      154 Length       64 Score:     4.8631] [RScore:     4.5374 RPPS:   246] [PPS:   247 TPS:    59] [NT:  5 NP:  2 NA: 63]
[Time:       59] [Episode:      155 Length       27 Score:     1.5610] [RScore:     4.5182 RPPS:   246] [PPS:   247 TPS:    59] [NT:  5 NP:  2 NA: 63]
[Time:       60] [Episode:      156 Length       71 Score:     7.7099] [RScore:     4.5387 RPPS:   246] [PPS:   247 TPS:    59] [NT:  5 NP:  2 NA: 63]
[Time:       60] [Episode:      157 Length       16 Score:     0.4606] [RScore:     4.5127 RPPS:   246] [PPS:   247 TPS:    59] [NT:  5 NP:  2 NA: 63]
[Time:       60] [Episode:      158 Length       83 Score:   110.0327] [RScore:     5.1806 RPPS:   245] [PPS:   246 TPS:    59] [NT:  5 NP:  2 NA: 63]
[Time:       60] [Episode:      159 Length       22 Score:     0.7998] [RScore:     5.1530 RPPS:   245] [PPS:   246 TPS:    59] [NT:  5 NP:  2 NA: 63]
[Time:       60] [Episode:      160 Length       32 Score:     1.8164] [RScore:     5.1322 RPPS:   246] [PPS:   247 TPS:    59] [NT:  5 NP:  2 NA: 63]
[Time:       61] [Episode:      161 Length       24 Score:     0.6831] [RScore:     5.1045 RPPS:   246] [PPS:   247 TPS:    59] [NT:  5 NP:  2 NA: 63]
[Time:       62] [Episode:      162 Length       59 Score:     6.0038] [RScore:     5.1101 RPPS:   242] [PPS:   243 TPS:    59] [NT:  5 NP:  2 NA: 63]
[Time:       62] [Episode:      163 Length       77 Score:     8.4145] [RScore:     5.1304 RPPS:   243] [PPS:   244 TPS:    59] [NT:  5 NP:  2 NA: 63]
[Time:       62] [Episode:      164 Length       32 Score:     0.2795] [RScore:     5.1008 RPPS:   243] [PPS:   244 TPS:    59] [NT:  5 NP:  2 NA: 63]
[Time:       62] [Episode:      165 Length      321 Score:     8.1839] [RScore:     5.1195 RPPS:   247] [PPS:   248 TPS:    59] [NT:  5 NP:  2 NA: 63]
[Time:       62] [Episode:      166 Length       30 Score:     1.8854] [RScore:     5.1000 RPPS:   247] [PPS:   248 TPS:    59] [NT:  5 NP:  2 NA: 63]
